Date,Vendor,Spend Category,Spend Amount
1/16/2022,123ABC,XXX,21653
1/17/2022,123ABC,XXX,21654
1/18/2022,123ABC,XXX,21655
1/19/2022,123ABC,XXX,21656
1/20/2022,123ABC,XXX,21657
1/21/2022,123ABC,XXX,21658
1/22/2022,123ABC,XXX,21659
1/23/2022,123ABC,XXX,21660
1/24/2022,123ABC,XXX,21661
1/25/2022,123ABC,XXX,21662
1/26/2022,123ABC,XXX,21663
1/27/2022,123ABC,XXX,21664
1/28/2022,123ABC,XXX,21665
1/29/2022,123ABC,XXX,21666
1/30/2022,123ABC,XXX,21667
1/31/2022,123ABC,XXX,21668
2/1/2022,123ABC,XXX,21669
2/2/2022,123ABC,XXX,21670
2/3/2022,123ABC,XXX,21671
2/4/2022,123ABC,XXX,21672
2/5/2022,123ABC,XXX,21673
2/6/2022,123ABC,XXX,21674
2/7/2022,123ABC,XXX,21675
2/8/2022,123ABC,XXX,21676
2/9/2022,123ABC,XXX,21677
2/10/2022,123ABC,XXX,21678
2/11/2022,123ABC,XXX,21679
2/12/2022,123ABC,XXX,21680
2/13/2022,123ABC,XXX,21681
2/14/2022,123ABC,XXX,21682
2/15/2022,123ABC,XXX,21683
2/16/2022,123ABC,XXX,21684
2/17/2022,123ABC,XXX,21685
2/18/2022,123ABC,XXX,21686
2/19/2022,123ABC,XXX,21687
2/20/2022,123ABC,XXX,21688
2/21/2022,123ABC,XXX,21689
2/22/2022,123ABC,XXX,21690
2/23/2022,123ABC,XXX,21691
2/24/2022,123ABC,XXX,21692
2/25/2022,123ABC,XXX,21693
2/26/2022,123ABC,XXX,21694
2/27/2022,123ABC,XXX,21695
2/28/2022,123ABC,XXX,21696
3/1/2022,123ABC,XXX,21697
3/2/2022,123ABC,XXX,21698
3/3/2022,123ABC,XXX,21699
3/4/2022,123ABC,XXX,21700
3/5/2022,123ABC,XXX,21701
3/6/2022,123ABC,XXX,21702
3/7/2022,123ABC,XXX,21703
3/8/2022,123ABC,XXX,21704
3/9/2022,123ABC,XXX,21705
3/10/2022,123ABC,XXX,21706
3/11/2022,123ABC,XXX,21707
3/12/2022,123ABC,XXX,21708
3/13/2022,123ABC,XXX,21709
3/14/2022,123ABC,XXX,21710
3/15/2022,123ABC,XXX,21711
3/16/2022,123ABC,XXX,21712
3/17/2022,123ABC,XXX,21713
3/18/2022,123ABC,XXX,21714
3/19/2022,123ABC,XXX,21715
3/20/2022,123ABC,XXX,21716
3/21/2022,123ABC,XXX,21717
3/22/2022,123ABC,XXX,21718
3/23/2022,123ABC,XXX,21719
3/24/2022,123ABC,XXX,21720
3/25/2022,123ABC,XXX,21721
3/26/2022,123ABC,XXX,21722
3/27/2022,123ABC,XXX,21723
3/28/2022,123ABC,XXX,21724
3/29/2022,123ABC,XXX,21725
3/30/2022,123ABC,XXX,21726
3/31/2022,123ABC,XXX,21727
4/1/2022,123ABC,XXX,21728
4/2/2022,123ABC,XXX,21729
4/3/2022,123ABC,XXX,21730
4/4/2022,123ABC,XXX,21731
4/5/2022,123ABC,XXX,21732
4/6/2022,123ABC,XXX,21733
4/7/2022,123ABC,XXX,21734
4/8/2022,123ABC,XXX,21735
4/9/2022,123ABC,XXX,21736
4/10/2022,123ABC,XXX,21737
4/11/2022,123ABC,XXX,21738
4/12/2022,123ABC,XXX,21739
4/13/2022,123ABC,XXX,21740
4/14/2022,123ABC,XXX,21741
4/15/2022,123ABC,XXX,21742
4/16/2022,123ABC,XXX,21743
4/17/2022,123ABC,XXX,21744
4/18/2022,123ABC,XXX,21745
4/19/2022,123ABC,XXX,21746
4/20/2022,123ABC,XXX,21747
4/21/2022,123ABC,XXX,21748
4/22/2022,123ABC,XXX,21749
4/23/2022,123ABC,XXX,21750
4/24/2022,123ABC,XXX,21751
4/25/2022,123ABC,XXX,21752
4/26/2022,123ABC,XXX,21753
4/27/2022,123ABC,XXX,21754
4/28/2022,123ABC,XXX,21755
4/29/2022,123ABC,XXX,21756
4/30/2022,123ABC,XXX,21757
5/1/2022,123ABC,XXX,21758
5/2/2022,123ABC,XXX,21759
5/3/2022,123ABC,XXX,21760
5/4/2022,123ABC,XXX,21761
5/5/2022,123ABC,XXX,21762
5/6/2022,123ABC,XXX,21763
5/7/2022,123ABC,XXX,21764
5/8/2022,123ABC,XXX,21765
5/9/2022,123ABC,XXX,21766
5/10/2022,123ABC,XXX,21767
5/11/2022,123ABC,XXX,21768
5/12/2022,123ABC,XXX,21769
5/13/2022,123ABC,XXX,21770
5/14/2022,123ABC,XXX,21771
5/15/2022,123ABC,XXX,21772
5/16/2022,123ABC,XXX,21773
5/17/2022,123ABC,XXX,21774
5/18/2022,123ABC,XXX,21775
5/19/2022,123ABC,XXX,21776
5/20/2022,123ABC,XXX,21777
5/21/2022,123ABC,XXX,21778
5/22/2022,123ABC,XXX,21779
5/23/2022,123ABC,XXX,21780
5/24/2022,123ABC,XXX,21781
5/25/2022,123ABC,XXX,21782
5/26/2022,123ABC,XXX,21783
5/27/2022,123ABC,XXX,21784
5/28/2022,123ABC,XXX,21785
5/29/2022,123ABC,XXX,21786
5/30/2022,123ABC,XXX,21787
5/31/2022,123ABC,XXX,21788
6/1/2022,123ABC,XXX,21789
6/2/2022,123ABC,XXX,21790
6/3/2022,123ABC,XXX,21791
6/4/2022,123ABC,XXX,21792
6/5/2022,123ABC,XXX,21793
6/6/2022,123ABC,XXX,21794
6/7/2022,123ABC,XXX,21795
6/8/2022,123ABC,XXX,21796
6/9/2022,123ABC,XXX,21797
6/10/2022,123ABC,XXX,21798
6/11/2022,123ABC,XXX,21799
6/12/2022,123ABC,XXX,21800
6/13/2022,123ABC,XXX,21801
6/14/2022,123ABC,XXX,21802
6/15/2022,123ABC,XXX,21803
6/16/2022,123ABC,XXX,21804
6/17/2022,123ABC,XXX,21805
6/18/2022,123ABC,XXX,21806
6/19/2022,123ABC,XXX,21807
6/20/2022,123ABC,XXX,21808
6/21/2022,123ABC,XXX,21809
6/22/2022,123ABC,XXX,21810
6/23/2022,123ABC,XXX,21811
6/24/2022,123ABC,XXX,21812
6/25/2022,123ABC,XXX,21813
6/26/2022,123ABC,XXX,21814
6/27/2022,123ABC,XXX,21815
6/28/2022,123ABC,XXX,21816
6/29/2022,123ABC,XXX,21817
6/30/2022,123ABC,XXX,21818
7/1/2022,123ABC,XXX,21819
7/2/2022,123ABC,XXX,21820
7/3/2022,123ABC,XXX,21821
7/4/2022,123ABC,XXX,21822
7/5/2022,123ABC,XXX,21823
7/6/2022,123ABC,XXX,21824
7/7/2022,123ABC,XXX,21825
7/8/2022,123ABC,XXX,21826
7/9/2022,123ABC,XXX,21827
7/10/2022,123ABC,XXX,21828
7/11/2022,123ABC,XXX,21829
7/12/2022,123ABC,XXX,21830
7/13/2022,123ABC,XXX,21831
7/14/2022,123ABC,XXX,21832
7/15/2022,123ABC,XXX,21833
7/16/2022,123ABC,XXX,21834
7/17/2022,123ABC,XXX,21835
7/18/2022,123ABC,XXX,21836
7/19/2022,123ABC,XXX,21837
7/20/2022,123ABC,XXX,21838
7/21/2022,123ABC,XXX,21839
7/22/2022,123ABC,XXX,21840
7/23/2022,123ABC,XXX,21841
7/24/2022,123ABC,XXX,21842
7/25/2022,123ABC,XXX,21843
7/26/2022,123ABC,XXX,21844
7/27/2022,123ABC,XXX,21845
7/28/2022,123ABC,XXX,21846
7/29/2022,123ABC,XXX,21847
7/30/2022,123ABC,XXX,21848
7/31/2022,123ABC,XXX,21849
8/1/2022,123ABC,XXX,21850
8/2/2022,123ABC,XXX,21851
8/3/2022,123ABC,XXX,21852
8/4/2022,123ABC,XXX,21853
8/5/2022,123ABC,XXX,21854
8/6/2022,123ABC,XXX,21855
8/7/2022,123ABC,XXX,21856
8/8/2022,123ABC,XXX,21857
8/9/2022,123ABC,XXX,21858
8/10/2022,123ABC,XXX,21859
8/11/2022,123ABC,XXX,21860
8/12/2022,123ABC,XXX,21861
8/13/2022,123ABC,XXX,21862
8/14/2022,123ABC,XXX,21863
8/15/2022,123ABC,XXX,21864
8/16/2022,123ABC,XXX,21865
8/17/2022,123ABC,XXX,21866
8/18/2022,123ABC,XXX,21867
8/19/2022,123ABC,XXX,21868
8/20/2022,123ABC,XXX,21869
8/21/2022,123ABC,XXX,21870
8/22/2022,123ABC,XXX,21871
8/23/2022,123ABC,XXX,21872
8/24/2022,123ABC,XXX,21873
8/25/2022,123ABC,XXX,21874
8/26/2022,123ABC,XXX,21875
8/27/2022,123ABC,XXX,21876
8/28/2022,123ABC,XXX,21877
8/29/2022,123ABC,XXX,21878
8/30/2022,123ABC,XXX,21879
8/31/2022,123ABC,XXX,21880
9/1/2022,123ABC,XXX,21881
9/2/2022,123ABC,XXX,21882
9/3/2022,123ABC,XXX,21883
9/4/2022,123ABC,XXX,21884
9/5/2022,123ABC,XXX,21885
9/6/2022,123ABC,XXX,21886
9/7/2022,123ABC,XXX,21887
9/8/2022,123ABC,XXX,21888
9/9/2022,123ABC,XXX,21889
9/10/2022,123ABC,XXX,21890
9/11/2022,123ABC,XXX,21891
9/12/2022,123ABC,XXX,21892
9/13/2022,123ABC,XXX,21893
9/14/2022,123ABC,XXX,21894
9/15/2022,123ABC,XXX,21895
9/16/2022,123ABC,XXX,21896
9/17/2022,123ABC,XXX,21897
9/18/2022,123ABC,XXX,21898
11/30/2021,123ABC,XXX,21899
12/1/2021,123ABC,XXX,21900
12/2/2021,123ABC,XXX,21901
12/3/2021,123ABC,XXX,21902
12/4/2021,123ABC,XXX,21903
12/5/2021,123ABC,XXX,21904
12/6/2021,123ABC,XXX,21905
12/7/2021,123ABC,XXX,21906
12/8/2021,123ABC,XXX,21907
12/9/2021,123ABC,XXX,21908
12/10/2021,123ABC,XXX,21909
12/11/2021,123ABC,XXX,21910
12/12/2021,123ABC,XXX,21911
12/13/2021,123ABC,XXX,21912
12/14/2021,123ABC,XXX,21913
12/15/2021,123ABC,XXX,21914
12/16/2021,123ABC,XXX,21915
12/17/2021,123ABC,XXX,21916
12/18/2021,123ABC,XXX,21917
12/19/2021,123ABC,XXX,21918
12/20/2021,123ABC,XXX,21919
12/21/2021,123ABC,XXX,21920
12/22/2021,123ABC,XXX,21921
12/23/2021,123ABC,XXX,21922
12/24/2021,123ABC,XXX,21923
12/25/2021,123ABC,XXX,21924
12/26/2021,123ABC,XXX,21925
12/27/2021,123ABC,XXX,21926
12/28/2021,123ABC,XXX,21927
12/29/2021,123ABC,XXX,21928
12/30/2021,123ABC,XXX,21929
12/31/2021,123ABC,XXX,21930
1/1/2022,123ABC,XXX,21931
1/2/2022,123ABC,XXX,21932
1/3/2022,123ABC,XXX,21933
1/4/2022,123ABC,XXX,21934
1/5/2022,123ABC,XXX,21935
1/6/2022,123ABC,XXX,21936
1/7/2022,123ABC,XXX,21937
1/8/2022,123ABC,XXX,21938
1/9/2022,123ABC,XXX,21939
1/10/2022,123ABC,XXX,21940
1/11/2022,123ABC,XXX,21941
1/12/2022,123ABC,XXX,21942
1/13/2022,123ABC,XXX,21943
1/14/2022,123ABC,XXX,21944
1/15/2022,123ABC,XXX,21945
1/16/2022,123ABC,XXX,21946
1/17/2022,123ABC,XXX,21947
1/18/2022,123ABC,XXX,21948
1/19/2022,123ABC,XXX,21949
1/20/2022,123ABC,XXX,21950
1/21/2022,123ABC,XXX,21951
1/22/2022,123ABC,XXX,21952
1/23/2022,123ABC,XXX,21953
1/24/2022,123ABC,XXX,21954
1/25/2022,123ABC,XXX,21955
1/26/2022,123ABC,XXX,21956
1/27/2022,123ABC,XXX,21957
1/28/2022,123ABC,XXX,21958
1/29/2022,123ABC,XXX,21959
1/30/2022,123ABC,XXX,21960
1/31/2022,123ABC,XXX,21961
2/1/2022,123ABC,XXX,21962
2/2/2022,123ABC,XXX,21963
2/3/2022,123ABC,XXX,21964
2/4/2022,123ABC,XXX,21965
2/5/2022,123ABC,XXX,21966
2/6/2022,123ABC,XXX,21967
2/7/2022,123ABC,XXX,21968
2/8/2022,123ABC,XXX,21969
2/9/2022,123ABC,XXX,21970
2/10/2022,123ABC,XXX,21971
2/11/2022,123ABC,XXX,21972
2/12/2022,123ABC,XXX,21973
2/13/2022,123ABC,XXX,21974
2/14/2022,123ABC,XXX,21975
2/15/2022,123ABC,XXX,21976
2/16/2022,123ABC,XXX,21977
2/17/2022,123ABC,XXX,21978
2/18/2022,123ABC,XXX,21979
2/19/2022,123ABC,XXX,21980
2/20/2022,123ABC,XXX,21981
2/21/2022,123ABC,XXX,21982
2/22/2022,123ABC,XXX,21983
2/23/2022,123ABC,XXX,21984
2/24/2022,123ABC,XXX,21985
2/25/2022,123ABC,XXX,21986
2/26/2022,123ABC,XXX,21987
2/27/2022,123ABC,XXX,21988
2/28/2022,123ABC,XXX,21989
3/1/2022,123ABC,XXX,21990
3/2/2022,123ABC,XXX,21991
3/3/2022,123ABC,XXX,21992
3/4/2022,123ABC,XXX,21993
3/5/2022,123ABC,XXX,21994
3/6/2022,123ABC,XXX,21995
3/7/2022,123ABC,XXX,21996
3/8/2022,123ABC,XXX,21997
3/9/2022,123ABC,XXX,21998
3/10/2022,123ABC,XXX,21999
