PO_Number,PO_Line_Number,PO_Date,PO_Fiscal_Year,PO_Type,PO_Line_Spend,PO_Line_Currency,PO_Line_Item,PO_Line_Unit_Price,PO_Line_Qty,PO_Line_UoM,PO_Line_Vendor,PO_Line_L4_Category,PO_Line_L2_Category,PO_Line_L1_Category,PO_Payment_Term,PO_Line_BU,PO_Line_L3_Category
364,364_16,7/25/2013,2013-2014,NON-IT Goods," $48,864.52 ",USD,"Electric Cargo Cart, 2 Passemger,Enclosed,2 door, with Cargo Box41-15C)",4,Each," $12,216.13 ",Ethical Approach Inc,Utility service vehicles,Underground mining service vehicles,Mining and quarrying machinery and equipment,Mining and Well Drilling Machinery and Accessories,Corrections and Rehabilitation,NET 60 DAYS
365,365_1,10-06-2014,2013-2014,NON-IT Goods," $81,521.06 ",USD,"MILK, WHOLE FRESH
 MILK, NON FAT FRESH
 COTTAGE CHEESE
 BUTTERMILK",1,Each," $81,521.06 ",Morning Glory Incorporated,Fresh milk or butter products,Milk and butter products,Dairy products and eggs,Food Beverage and Tobacco Products,Corrections and Rehabilitation,NET 30 DAYS
365,365_2,5/15/2015,2014-2015,NON-IT Goods, $250.00 ,USD,Set in place fees for the chairs,25,Each, $10.00 ,3B INDUSTRIES INC,Chairs,Furniture,Accommodation furniture,Furniture and Furnishings,Fish and Wildlife,NET 30 DAYS
365,365_3,5/15/2015,2014-2015,NON-IT Goods, $790.00 ,USD,"Chair, Tahioe, Sledbase, no arm, Nordic blue, wire stacking",10,Each, $79.00 ,3B INDUSTRIES INC,Chairs,Furniture,Accommodation furniture,Furniture and Furnishings,Fish and Wildlife,NET 30 DAYS
365,365_4,5/15/2015,2014-2015,NON-IT Goods," $3,475.00 ",USD,"Table, flip top, 72""W x 30""D, Birch, standard",5,Each, $695.00 ,3B INDUSTRIES INC,Chairs,Furniture,Accommodation furniture,Furniture and Furnishings,Fish and Wildlife,NET 30 DAYS
365,365_5,5/15/2015,2014-2015,NON-IT Goods," $1,388.00 ",USD,"Chair, Kensington series mid back chair, Azul fabric",4,Each, $347.00 ,3B INDUSTRIES INC,Chairs,Furniture,Accommodation furniture,Furniture and Furnishings,Fish and Wildlife,NET 30 DAYS
365,365_6,5/15/2015,2014-2015,NON-IT Goods," $2,760.00 ",USD,"Chair, sledbase, side chair, no arm, birch, Azul fabric",15,Each, $184.00 ,3B INDUSTRIES INC,Chairs,Furniture,Accommodation furniture,Furniture and Furnishings,Fish and Wildlife,NET 30 DAYS
365,365_7,5/15/2015,2014-2015,NON-IT Goods, $270.00 ,USD,set in place fees for chairs and tables,9,Each, $30.00 ,3B INDUSTRIES INC,Chairs,Furniture,Accommodation furniture,Furniture and Furnishings,Fish and Wildlife,NET 30 DAYS
365,365_8,5/22/2013,2012-2013,NON-IT Goods," $9,258.85 ",USD,54 line Items of misc Office Supplies,1,Each," $9,258.85 ",GORILLA STATIONERS LLC,Paper pads or notebooks,Printing and writing paper,Paper products,Paper Materials and Products,Equalization,NET 30 DAYS
366,366_1,11-06-2014,2013-2014,IT Services," $45,000.00 ",USD,SUPPORT:  Technical Support SLP SKU #UTS-101,450,Each, $100.00 ,Quantum Consulting Services Inc.,Technical support or help desk services,System and system component administration services,Computer services,Engineering and Research and Technology Based Services,Social Services,NET 30 DAYS
366,366_2,5/28/2013,2012-2013,NON-IT Goods," $9,97,198.00 ",USD,Law Enforcement Force Option Training Simulator,1,Each," $9,97,198.00 ",TECH TIME SERVICES,Law enforcement vocational training services,Non scientific vocational training services,Vocational training,Education and Training Services,Peace Officer Standards and Training,NET 30 DAYS
366,366_3,5/15/2015,2014-2015,NON-IT Goods," $1,15,467.06 ",USD,"2016 Chevrolet Tahoe, Line Item 3",1,Each," $1,15,467.06 ",Winner Chevrolet,Automobiles or cars,Passenger motor vehicles,Motor vehicles,Commercial and Military and Private Vehicles and their Accessories and Components,Agricultural Labor Relations Board,NET 30 DAYS
366,366_4,5/28/2013,2012-2013,NON-IT Goods," $2,56,024.00 ",USD,Mobile units,1,Each," $2,56,024.00 ",TECH TIME SERVICES,Law enforcement vocational training services,Non scientific vocational training services,Vocational training,Education and Training Services,Peace Officer Standards and Training,NET 30 DAYS
367,367_1,5/22/2013,2012-2013,NON-IT Goods," $21,121.00 ",USD,Toyota Model 8FGU25 Warehouse (Outdoor) Forklift,1,Each," $21,121.00 ","Watts Equipment Company, Inc.",Forklift or elevator accessories or supplies,Lifting equipment and accessories,Material handling machinery and equipment,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,Fish and Wildlife,NET 30 DAYS
367,367_2,12-06-2014,2013-2014,NON-IT Goods," $4,925.72 ",USD,Replace Engine w/Factory Reman Longblock.,1,Each," $4,925.72 ",SWIFT JEEP CHRYSLER PLYMOUTH DODGE,Gas engines,Engines,Power sources,Power Generation and Distribution Machinery and Accessories,Forestry and Fire Protection,NET 30 DAYS
368,368_1,5/22/2013,2012-2013,NON-IT Goods," $6,596.00 ",USD,File Totes,400,Each, $16.49 ,Carroll Business Supply,Document holder,Folders and binders and indexes,Office supplies,Office Equipment and Accessories and Supplies,Fish and Wildlife,NET 45 DAYS
368,368_2,5/17/2015,2014-2015,NON-IT Goods," $5,634.00 ",USD,"36"" Pro Gas LP Range Blue Star",1,Each," $5,634.00 ",Unknown,Commercial use combination oven,Cooking and warming equipment,Institutional food services equipment,Service Industry Machinery and Equipment and Supplies,Forestry and Fire Protection,NET 45 DAYS
369,369_1,12-06-2014,2013-2014,NON-IT Goods," $2,98,960.00 ",USD,"High Speed Inertial Profiler in accordance with Specification 6655-2798
and Administrative Requirements.",8,Each," $37,370.00 ","SURFACE SYSTEMS & INSTRUMENTS, INC.",Thickness measuring devices,Length and thickness and distance measuring instruments,Measuring and observing and testing instruments,Laboratory and Measuring and Observing and Testing Equipment,Transportation,NET 45 DAYS
369,369_2,12-06-2014,2013-2014,NON-IT Goods," $16,272.00 ",USD,Mounting & Installation in accordance with Administrative Requirements,8,Each," $2,034.00 ","SURFACE SYSTEMS & INSTRUMENTS, INC.",Thickness measuring devices,Length and thickness and distance measuring instruments,Measuring and observing and testing instruments,Laboratory and Measuring and Observing and Testing Equipment,Transportation,NET 45 DAYS
369,369_3,5/23/2013,2012-2013,IT Services," $23,400.00 ",USD,Copier Maintenance,10,Each," $2,340.00 ","Smile Business Products, Inc",Maintenance or support fees,Software maintenance and support,Computer services,Engineering and Research and Technology Based Services,Corrections and Rehabilitation,NET 45 DAYS
370,370_1,5/28/2013,2012-2013,NON-IT Goods," $6,426.00 ",USD,"CHILI, BEEF STEW, RAVIOLI-CHEESE, THREE BEAN SALAD",1,Each," $6,426.00 ",ABC Ventures LLC,Shelf stable combination meals,Packaged combination meals,Prepared and preserved foods,Food Beverage and Tobacco Products,Corrections and Rehabilitation,NET 45 DAYS
370,370_2,6/13/2014,2013-2014,IT Services," $5,400.00 ",USD,"3 Year - ACL Subscription Conversion - Data Analysis - Data Analyst
Conversion of 3 Network users annual maintenance renewal to 5 ACL
Analytics annual subscription renewal.
    
    Term: 06/01/2014 - 05/31/2017",13.5,Each, $400.00 ,ACL Services Ltd.,Database management system software maintenance,Software maintenance and support,Computer services,Engineering and Research and Technology Based Services,Managed Health Care,NET 45 DAYS
370,370_3,6/13/2014,2013-2014,IT Services," $39,600.00 ",USD,"3 Year - ACL Subscription Conversion - Data analysis - Data Analyst
Conversion of 30 ACL desktops annual maintenance renewal to annual subscription.
    
    Term: 06/01/2014 - 05/31/2017",90,Each, $440.00 ,ACL Services Ltd.,Database management system software maintenance,Software maintenance and support,Computer services,Engineering and Research and Technology Based Services,Managed Health Care,NET 45 DAYS
370,370_4,6/13/2014,2013-2014,IT Services," $2,000.00 ",USD,"ACL Certified Training Days
    
    Term: 06/01/2014 - 05/31/2015",1,Each," $2,000.00 ",ACL Services Ltd.,Database management system software maintenance,Software maintenance and support,Computer services,Engineering and Research and Technology Based Services,Managed Health Care,NET 45 DAYS
370,370_5,6/13/2014,2013-2014,IT Services," $16,800.00 ",USD,"3 Year - ACL Subscription Conversion - Data Analyst Conversion of 5
users ACL Data Analyst Named user annual maintenance renewal to annual subscription.
    
    Term: 06/01/2014 - 05/31/2017",15,Each," $1,120.00 ",ACL Services Ltd.,Database management system software maintenance,Software maintenance and support,Computer services,Engineering and Research and Technology Based Services,Managed Health Care,NET 45 DAYS
370,370_6,6/13/2014,2013-2014,IT Services," $50,400.00 ",USD,"3 Year - Data Analysis Subscription - Data Analyst Team Upgrade from
Data Analyst (Named User).
    
    Term: 06/01/2014 - 05/31/2017",21,Each," $2,400.00 ",ACL Services Ltd.,Database management system software maintenance,Software maintenance and support,Computer services,Engineering and Research and Technology Based Services,Managed Health Care,NET 45 DAYS
370,370_7,6/13/2014,2013-2014,IT Services," $-3,780.00 ",USD,7.5% Discount for Item #5,1,Each," $-3,780.00 ",ACL Services Ltd.,Database management system software maintenance,Software maintenance and support,Computer services,Engineering and Research and Technology Based Services,Managed Health Care,NET 45 DAYS
370,370_8,5/18/2015,2014-2015,NON-IT Goods," $41,850.00 ",USD,9 Canycom rubber track power carrier model 419,9,Each," $4,650.00 ","Ditch Witch Equipment Co., Inc.",Track loaders,Earth moving machinery,Heavy construction machinery and equipment,Building and Construction Machinery and Accessories,Parks & Recreation,NET 45 DAYS
371,371_1,6/20/2014,2013-2014,NON-IT Goods, $-   ,USD,Manuals and Calibration Certificates,8,Each, $-   ,Met One Instruments Inc.,Beta gauge measuring systems,Industrial nucleonic instruments,Atomic and nuclear energy machinery and equipment,Power Generation and Distribution Machinery and Accessories,Air Resources Board,NET 45 DAYS
371,371_2,6/20/2014,2013-2014,NON-IT Goods," $61,760.00 ",USD,Environmental Beta-Attenuation Mass Monitor,8,Each," $7,720.00 ",Met One Instruments Inc.,Beta gauge measuring systems,Industrial nucleonic instruments,Atomic and nuclear energy machinery and equipment,Power Generation and Distribution Machinery and Accessories,Air Resources Board,NET 45 DAYS
371,371_3,6/20/2014,2013-2014,NON-IT Goods," $2,240.00 ",USD,"EBAM Weatherproof Power Supply, 115V Configured",8,Each, $280.00 ,Met One Instruments Inc.,Beta gauge measuring systems,Industrial nucleonic instruments,Atomic and nuclear energy machinery and equipment,Power Generation and Distribution Machinery and Accessories,Air Resources Board,NET 45 DAYS
371,371_4,6/20/2014,2013-2014,NON-IT Goods," $5,184.00 ",USD,PM2.5 Sharp Cut Cyclone Inlet Adapter,8,Each, $648.00 ,Met One Instruments Inc.,Beta gauge measuring systems,Industrial nucleonic instruments,Atomic and nuclear energy machinery and equipment,Power Generation and Distribution Machinery and Accessories,Air Resources Board,NET 45 DAYS
371,371_5,6/20/2014,2013-2014,NON-IT Goods," $4,960.00 ",USD,RH Sensor Assembly for EBAM,8,Each, $620.00 ,Met One Instruments Inc.,Beta gauge measuring systems,Industrial nucleonic instruments,Atomic and nuclear energy machinery and equipment,Power Generation and Distribution Machinery and Accessories,Air Resources Board,NET 45 DAYS
371,371_6,6/20/2014,2013-2014,NON-IT Goods," $4,448.00 ",USD,"Sensor, Wind Speed/Wind Direction for EBAM",8,Each, $556.00 ,Met One Instruments Inc.,Beta gauge measuring systems,Industrial nucleonic instruments,Atomic and nuclear energy machinery and equipment,Power Generation and Distribution Machinery and Accessories,Air Resources Board,NET 45 DAYS
371,371_7,6/20/2014,2013-2014,NON-IT Goods," $31,600.00 ",USD,AIRSIS Satellite Telemetry System,8,Each," $3,950.00 ",Met One Instruments Inc.,Beta gauge measuring systems,Industrial nucleonic instruments,Atomic and nuclear energy machinery and equipment,Power Generation and Distribution Machinery and Accessories,Air Resources Board,NET 45 DAYS
371,371_8,6/20/2014,2013-2014,NON-IT Goods," $14,720.00 ",USD,Iridium Air Time 120 Days/Year for 3 Years per Unit,8,Each," $1,840.00 ",Met One Instruments Inc.,Beta gauge measuring systems,Industrial nucleonic instruments,Atomic and nuclear energy machinery and equipment,Power Generation and Distribution Machinery and Accessories,Air Resources Board,NET 45 DAYS
371,371_9,6/20/2014,2013-2014,NON-IT Goods, $-   ,USD,Activation Charge (8 x $40.00),8,Each, $-   ,Met One Instruments Inc.,Beta gauge measuring systems,Industrial nucleonic instruments,Atomic and nuclear energy machinery and equipment,Power Generation and Distribution Machinery and Accessories,Air Resources Board,NET 45 DAYS
371,371_10,6/20/2014,2013-2014,NON-IT Goods," $4,760.00 ",USD,Transport Case for Extra Sensors  E-BAM,8,Each, $595.00 ,Met One Instruments Inc.,Beta gauge measuring systems,Industrial nucleonic instruments,Atomic and nuclear energy machinery and equipment,Power Generation and Distribution Machinery and Accessories,Air Resources Board,NET 45 DAYS
371,371_11,6/20/2014,2013-2014,NON-IT Goods," $7,960.00 ",USD,Transport Case E-BAM Basic Kit,8,Each, $995.00 ,Met One Instruments Inc.,Beta gauge measuring systems,Industrial nucleonic instruments,Atomic and nuclear energy machinery and equipment,Power Generation and Distribution Machinery and Accessories,Air Resources Board,NET 45 DAYS
372,372_1,6/14/2014,2013-2014,NON-IT Goods," $3,60,364.50 ",USD,"Trailer, Equipment, Detachable Gooseneck meeting the requirements of the
attached specification  # 2330-2613 dated February 25, 2014.",6,Each," $60,060.75 ","Cozad Trailer Sales, Llc",Semi trailer,Product and material trailers,Vehicle bodies and trailers,Commercial and Military and Private Vehicles and their Accessories and Components,Forestry and Fire Protection,NET 45 DAYS
372,372_2,5/18/2015,2014-2015,NON-IT Goods," $2,630.98 ",USD,Lamps and batteries,1,Each," $2,630.98 ",Gordon Industrial Supply,Lamp ballasts,Lighting accessories,Lighting Fixtures and Accessories,Electrical Systems and Lighting and Components and Accessories and Supplies,Corrections and Rehabilitation,NET 45 DAYS
373,373_1,5/18/2015,2014-2015,NON-IT Goods," $28,645.00 ",USD,"wire, glass 1/4"" x 50"" x 50"" diamond patteen 3/4""",85,Each, $337.00 ,MENDOZA INTERIORS AND SUPPLY,Wired glass,Glass products,Doors and windows and glass,Structures and Building and Construction and Manufacturing Components and Supplies,Corrections and Rehabilitation,NET 30 DAYS
373,373_2,5/19/2015,2014-2015,NON-IT Goods," $18,11,070.00 ",USD,"Helitender Fire / Apparatus per Specification # 4210-2760 dated
March 2014.",6,Each," $3,01,845.00 ","Riverview International Trucks, LLC",Hybrid fuel storage systems,Fuel tanks and systems,Transportation components and systems,Commercial and Military and Private Vehicles and their Accessories and Components,Forestry and Fire Protection,NET 30 DAYS
373,373_3,5/19/2015,2014-2015,NON-IT Goods," $1,11,380.00 ",USD,"Roof Storage Compartment
  Moisture Drain Check
  Delivery Reel Aux Air Tank
  Added Side OD Compartments
  Underside of Body Rhino Lined.",10,Each," $11,138.00 ","Riverview International Trucks, LLC",Hybrid fuel storage systems,Fuel tanks and systems,Transportation components and systems,Commercial and Military and Private Vehicles and their Accessories and Components,Forestry and Fire Protection,NET 30 DAYS
374,374_1,6/15/2014,2013-2014,IT Services," $3,150.00 ",USD,"RENEWAL SERVICES:  Dell modular Services: Base Fee for AlertFind
for 1 Year",1,Each," $3,150.00 ",Granite Data Solutions,Maintenance or support fees,Software maintenance and support,Computer services,Engineering and Research and Technology Based Services,Social Services,NET 45 DAYS
374,374_2,6/15/2014,2013-2014,IT Services," $1,680.00 ",USD,RENEWAL SERVICES:  Pre-Paid Voice Credit Fee for 1 Credit for 1 year,12000,Each, $0.14 ,Granite Data Solutions,Maintenance or support fees,Software maintenance and support,Computer services,Engineering and Research and Technology Based Services,Social Services,NET 45 DAYS
374,374_3,6/15/2014,2013-2014,IT Services, $50.25 ,USD,"RENEWAL SERVICES:  Dell AlertFind Services:  US Toll Fee
Hotline Number, 1 Phone number with Annual Billing for 1 Year",1,Each, $50.25 ,Granite Data Solutions,Maintenance or support fees,Software maintenance and support,Computer services,Engineering and Research and Technology Based Services,Social Services,NET 45 DAYS
374,374_4,5/18/2015,2014-2015,IT Services," $16,830.00 ",USD,Software Maintenance,1,Each," $16,830.00 ",beyondtrust software,Operating system software maintenance,Software maintenance and support,Computer services,Engineering and Research and Technology Based Services,Equalization,NET 45 DAYS
374,374_5,6/15/2014,2013-2014,IT Services, $400.00 ,USD,"RENEWAL SERVICE:  Dell Modular Services: Pre-Paid SMS Credit Fee
for 1 year",5000,Each, $0.08 ,Granite Data Solutions,Maintenance or support fees,Software maintenance and support,Computer services,Engineering and Research and Technology Based Services,Social Services,NET 45 DAYS
374,374_6,6/15/2014,2013-2014,IT Services, $975.00 ,USD,"RENEWAL SERVICES:  Dell Modular Services: AlertFind Marginal Fee
for 1 Recipient for 1 Year",500,Each, $1.95 ,Granite Data Solutions,Maintenance or support fees,Software maintenance and support,Computer services,Engineering and Research and Technology Based Services,Social Services,NET 45 DAYS
374,374_7,6/15/2014,2013-2014,IT Services, $450.00 ,USD,"RENEWAL SERVICES:  Dell Modular Services Hotline Pro for 1
Recipient for 1 Year",500,Each, $0.90 ,Granite Data Solutions,Maintenance or support fees,Software maintenance and support,Computer services,Engineering and Research and Technology Based Services,Social Services,NET 45 DAYS
375,375_1,04-02-2015,2014-2015,NON-IT Goods," $2,160.00 ",USD,margarine,3000,Each, $0.72 ,Adolph Inc.,,,,,Corrections and Rehabilitation,NET 45 DAYS
375,375_2,04-02-2015,2014-2015,NON-IT Goods," $23,540.16 ",USD,margarine,20832,Each, $1.13 ,Adolph Inc.,,,,,Corrections and Rehabilitation,NET 45 DAYS
375,375_3,5/18/2015,2014-2015,NON-IT Goods," $6,242.95 ",USD,MEDICAL SUPPLIES,1,Each," $6,242.95 ","Bay Medical Co., Inc",Step stool,Ladders and scaffolding,Construction and maintenance support equipment,Structures and Building and Construction and Manufacturing Components and Supplies,Veterans Affairs,NET 45 DAYS
376,376_1,02-12-2014,2014-2015,NON-IT Goods," $10,900.00 ",USD,Domestic Front Wheel Drive 4 Cylinder,1,Each," $10,900.00 ",Creative Custom Products,Automotive teaching aids or materials,Vocational teaching aids and materials,Developmental and professional teaching aids and materials and accessories and supplies,Musical Instruments and Games and Toys and Arts and Crafts and Educational Equipment and Materials and Accessories and Supplies,Corrections and Rehabilitation,NET 60 DAYS
376,376_2,02-12-2014,2014-2015,NON-IT Goods," $11,600.00 ",USD,Domestic Front Wheel Drive 6 Cylinder,1,Each," $11,600.00 ",Creative Custom Products,Automotive teaching aids or materials,Vocational teaching aids and materials,Developmental and professional teaching aids and materials and accessories and supplies,Musical Instruments and Games and Toys and Arts and Crafts and Educational Equipment and Materials and Accessories and Supplies,Corrections and Rehabilitation,NET 60 DAYS
376,376_3,02-12-2014,2014-2015,NON-IT Goods," $11,900.00 ",USD,Asian Front Wheel Drive 4 Cylinder,1,Each," $11,900.00 ",Creative Custom Products,Automotive teaching aids or materials,Vocational teaching aids and materials,Developmental and professional teaching aids and materials and accessories and supplies,Musical Instruments and Games and Toys and Arts and Crafts and Educational Equipment and Materials and Accessories and Supplies,Corrections and Rehabilitation,NET 60 DAYS
376,376_4,02-12-2014,2014-2015,NON-IT Goods," $13,600.00 ",USD,Asian Front Wheel Drive 6 Cylinder,1,Each," $13,600.00 ",Creative Custom Products,Automotive teaching aids or materials,Vocational teaching aids and materials,Developmental and professional teaching aids and materials and accessories and supplies,Musical Instruments and Games and Toys and Arts and Crafts and Educational Equipment and Materials and Accessories and Supplies,Corrections and Rehabilitation,NET 60 DAYS
376,376_5,02-12-2014,2014-2015,NON-IT Goods," $13,900.00 ",USD,Domestic Front Wheel Drive 4 Cylinder Turbo,1,Each," $13,900.00 ",Creative Custom Products,Automotive teaching aids or materials,Vocational teaching aids and materials,Developmental and professional teaching aids and materials and accessories and supplies,Musical Instruments and Games and Toys and Arts and Crafts and Educational Equipment and Materials and Accessories and Supplies,Corrections and Rehabilitation,NET 60 DAYS
376,376_6,02-12-2014,2014-2015,NON-IT Goods," $19,900.00 ",USD,Hybrid Front Wheel Drive Full Chassis,1,Each," $19,900.00 ",Creative Custom Products,Automotive teaching aids or materials,Vocational teaching aids and materials,Developmental and professional teaching aids and materials and accessories and supplies,Musical Instruments and Games and Toys and Arts and Crafts and Educational Equipment and Materials and Accessories and Supplies,Corrections and Rehabilitation,NET 60 DAYS
376,376_7,02-12-2014,2014-2015,NON-IT Goods," $13,900.00 ",USD,Domestic/Asian or European Full Chassis,1,Each," $13,900.00 ",Creative Custom Products,Automotive teaching aids or materials,Vocational teaching aids and materials,Developmental and professional teaching aids and materials and accessories and supplies,Musical Instruments and Games and Toys and Arts and Crafts and Educational Equipment and Materials and Accessories and Supplies,Corrections and Rehabilitation,NET 60 DAYS
377,377_1,5/18/2015,2014-2015,NON-IT Goods," $24,440.00 ",USD,Scanner for custody to search inmate housing units,1,Each," $24,440.00 ",Ray I Juachon & Associates,Security or access control systems,Surveillance and detection equipment,Security surveillance and detection,Defense and Law Enforcement and Security and Safety Equipment and Supplies,Corrections and Rehabilitation,NET 30 DAYS
377,377_2,6/18/2014,2013-2014,NON-IT Goods," $5,077.60 ",USD,Saw shop supplies,1,Each," $5,077.60 ",burney saw shop,Fire suppression hand tools,Fire fighting equipment,Fire protection,Defense and Law Enforcement and Security and Safety Equipment and Supplies,Forestry and Fire Protection,NET 30 DAYS
378,378_1,5/18/2015,2014-2015,NON-IT Services," $1,76,083.16 ",USD,Exotic Weed Control,1,Each," $1,76,083.16 ",DIVERSE PEST MANAGEMENT INC,Weed control services,Crop protection,Crop production and management and protection,Farming and Fishing and Forestry and Wildlife Contracting Services,Parks & Recreation,NET 45 DAYS
378,378_2,6/18/2014,2013-2014,NON-IT Goods," $4,858.00 ",USD,"Plaque, Wood, Soild walnut, dark lacquer finish, straight edge",280,Each, $17.35 ,RK ADVERTISING,Plaques,Awards,Collectibles and awards,Sports and Recreational Equipment and Supplies and Accessories,Highway Patrol,NET 45 DAYS
379,379_1,6/18/2014,2013-2014,NON-IT Goods," $8,250.00 ",USD,"BAG, EMT, trauma, empty,",150,Each, $55.00 ,SIERRA SAFETY COMPANY,Emergency medical services patient transport kits or supplies,Emergency and field medical services kits,Emergency and field medical services products,Medical Equipment and Accessories and Supplies,Highway Patrol,NET 45 DAYS
379,379_2,6/18/2014,2013-2014,NON-IT Goods," $13,068.00 ",USD,TRAUMA KIT,54,Each, $242.00 ,SIERRA SAFETY COMPANY,Emergency medical services patient transport kits or supplies,Emergency and field medical services kits,Emergency and field medical services products,Medical Equipment and Accessories and Supplies,Highway Patrol,NET 45 DAYS
379,379_3,5/19/2015,2014-2015,NON-IT Goods," $18,443.00 ",USD,Security Badge and Access Card System,1,Each," $18,443.00 ",CI Solutions,Network security or virtual private network VPN management software,Security and protection software,Software,Information Technology Broadcasting and Telecommunications,Veterans Affairs,NET 45 DAYS
380,380_1,6/18/2014,2013-2014,NON-IT Goods," $1,612.50 ",USD,"Decals, CHP Star, Motorcycle",430,Each, $3.75 ,Prison Industry Authority,Decals,Labels,Signage and accessories,Published Products,Highway Patrol,NET 45 DAYS
380,380_2,6/18/2014,2013-2014,NON-IT Goods," $1,620.00 ",USD,"Decals, Self adhesive ""Safety Service""",200,Each, $8.10 ,Prison Industry Authority,Decals,Labels,Signage and accessories,Published Products,Highway Patrol,NET 45 DAYS
380,380_3,6/18/2014,2013-2014,NON-IT Goods," $40,500.00 ",USD,"Decal, CHP Star, Door",1200,Each, $33.75 ,Prison Industry Authority,Decals,Labels,Signage and accessories,Published Products,Highway Patrol,NET 45 DAYS
381,381_1,6/24/2014,2013-2014,IT Services," $16,451.28 ",USD,Annual Software Maintenance renewal fee,1,Each," $16,451.28 ",MITRATECH HOLDINGS INC,Operating system software maintenance,Software maintenance and support,Computer services,Engineering and Research and Technology Based Services,Personnel Board,NET 60 DAYS
381,381_2,6/24/2014,2013-2014,IT Services," $9,056.52 ",USD,7 Months Software Maintenance renewal fee,1,Each," $9,056.52 ",MITRATECH HOLDINGS INC,Operating system software maintenance,Software maintenance and support,Computer services,Engineering and Research and Technology Based Services,Personnel Board,NET 60 DAYS
