PO_Number,PO_Line_Number,PO_Date,PO_Fiscal_Year,PO_Type,PO_Line_Spend,PO_Line_Currency,PO_Line_Item,PO_Line_Unit_Price,PO_Line_Qty,PO_Line_UoM,PO_Line_Vendor,PO_Line_L4_Category,PO_Line_L2_Category,PO_Line_L1_Category,PO_Payment_Term,PO_Line_BU,PO_Line_L3_Category
5.,5_80,03-25-2014,2013-2014,NON-IT Goods,$9.90,USD,Acrylic Latex Caulk,$4.95,2.,Each,Grainger Industrial Supply,Polyolefin foam,Resins and rosins and other resin derived materials,Resin and Rosin and Rubber and Foam and Film and Elastomeric Materials,NET 45 DAYS,Fish and Wildlife,Foams
5.,5_85,03-25-2014,2013-2014,NON-IT Goods,$590.48,USD,"Barbless Cable, Steel",$147.62,4.,Each,Grainger Industrial Supply,Barbed wire,Rope and chain and cable and wire and strap,Manufacturing Components and Supplies,NET 45 DAYS,Fish and Wildlife,Security wire
5.,5_90,03-25-2014,2013-2014,NON-IT Goods,$81.90,USD,Receptable,$8.19,10.,Each,Grainger Industrial Supply,Polyolefin foam,Resins and rosins and other resin derived materials,Resin and Rosin and Rubber and Foam and Film and Elastomeric Materials,NET 45 DAYS,Fish and Wildlife,Foams
5.,5_96,03-25-2014,2013-2014,NON-IT Goods,$85.38,USD,AntiFreeze,$14.23,6.,Each,Grainger Industrial Supply,Polyolefin foam,Resins and rosins and other resin derived materials,Resin and Rosin and Rubber and Foam and Film and Elastomeric Materials,NET 45 DAYS,Fish and Wildlife,Foams
5.,5_101,03-25-2014,2013-2014,NON-IT Goods,$105.87,USD,Kitchen Faucet,$105.87,1.,Each,Grainger Industrial Supply,Wire mesh fabric or cloth,Fabrics and leather materials,Mineral and Textile and Inedible Plant and Animal Materials,NET 45 DAYS,Fish and Wildlife,Specialty fabrics or cloth
5.,5_106,03-25-2014,2013-2014,NON-IT Goods,$980.46,USD,"Water Heater, Tankless",$326.82,3.,Each,Grainger Industrial Supply,Wire mesh fabric or cloth,Fabrics and leather materials,Mineral and Textile and Inedible Plant and Animal Materials,NET 45 DAYS,Fish and Wildlife,Specialty fabrics or cloth
5.,5_112,03-25-2014,2013-2014,NON-IT Goods,$39.56,USD,Trenching Shovel,$39.56,1.,Each,Grainger Industrial Supply,Engine oil,Lubricants and oils and greases and anti corrosives,Fuels and Fuel Additives and Lubricants and Anti corrosive Materials,NET 45 DAYS,Fish and Wildlife,Lubricating preparations
8.,8_2,03-27-2014,2013-2014,NON-IT Services,"$5,856.90",USD,temporary labor for remodeling fire stations to accommodate  additional state personnel,$30.83,190.,Each,County of Riverside,Temporary manual labor,Human resources services,Management and Business Professionals and Administrative Services,Unspecified,Forestry and Fire Protection,Temporary personnel services
9.,9_4,03-28-2014,2013-2014,NON-IT Goods,"$2,918.40",USD,"SIGN, ALUMINUM, 32"" X 38"" , CHP Shield without Star,non-reflective white vinyl background with Blue Shield Border andLettering, Per attached drawing",$145.92,20.,Each,Prison Industry Authority,Decals,Signage and accessories,Published Products,NET 30 DAYS,Highway Patrol,Labels
10.,10_3,03-28-2014,2013-2014,NON-IT Goods,"$10,500.00",USD,"Log Book, Vehicle, Royal Blue, 10 per package, PIA Code 372100,SILK-SCREENING = $1.00 PER BOOK, SET-UP FEE =$25.00 PER ORDER",$30.00,350.,Each,Prison Industry Authority,Log books or pads,Paper products,Paper Materials and Products,NET 45 DAYS,Highway Patrol,Printing and writing paper
12.,12_1,03-28-2014,2013-2014,NON-IT Goods,"$7,144.50",USD,Herbicide,$47.63,150.,Each,California Veteran Supply Inc.,Weed killer,Fertilizers and plant nutrients and herbicides,Live Plant and Animal Material and Accessories and Supplies,NET 60 DAYS,Transportation,Herbicides
13.,13_1,06-06-2014,2013-2014,NON-IT Services,"$10,000.00",USD,loan repayment,"$10,000.00",1.,Each,Amalia Marroquin,Medical vocational training services,Vocational training,Education and Training Services,NET 30 DAYS,Statewide Health Planning & Development,Scientific vocational training services
15.,15_1,02-04-2014,2013-2014,NON-IT Goods,"$19,475.00",USD,Fish Food - Fish Springs Hatchery  FS-PR-2018 ext trout flt,$0.48,41000.,Each,"Nelson & Sons, Inc",Fish food pellets,Animal feed,Live Plant and Animal Material and Accessories and Supplies,NET 60 DAYS,Fish and Wildlife,Fish food
17.,17_1,02-04-2014,2013-2014,NON-IT Goods,$132.00,USD,"CANNULA, NASAL, ADULT, in sealed packaging, Ref. Brand: Medstrom #30050,Brand :PMI, Model # 30050",$0.33,400.,Each,IBHP INCORPORATED,Emergency medical services patient transport kits or supplies,Emergency and field medical services products,Medical Equipment and Accessories and Supplies,NET 45 DAYS,Highway Patrol,Emergency and field medical services kits
17.,17_6,02-04-2014,2013-2014,NON-IT Goods,"$1,164.45",USD,"OXYGEN VALVE, with ""O"" ring for tank #GCA540, brass, Ref.Brand: Sherwood #SHE-GV54051, Brand: CRA, Model # 5415",$33.27,35.,Each,IBHP INCORPORATED,Emergency medical services patient transport kits or supplies,Emergency and field medical services products,Medical Equipment and Accessories and Supplies,NET 45 DAYS,Highway Patrol,Emergency and field medical services kits
17.,17_12,02-04-2014,2013-2014,NON-IT Goods,$380.00,USD,"BANDAGES, non-Adherent, Offset, 4""(1), HH-0224, Brand: PAC, Model # 2-004",$0.95,400.,Each,IBHP INCORPORATED,Emergency medical services patient transport kits or supplies,Emergency and field medical services products,Medical Equipment and Accessories and Supplies,NET 45 DAYS,Highway Patrol,Emergency and field medical services kits
17.,17_17,02-04-2014,2013-2014,NON-IT Goods,$396.00,USD,"MASK, FACE, OXYGEN, non-rebreather, pediatric, Ref. Brand: Medstrom#30053, Brand; PMI, Model # 30053",$0.99,400.,Each,IBHP INCORPORATED,Emergency medical services patient transport kits or supplies,Emergency and field medical services products,Medical Equipment and Accessories and Supplies,NET 45 DAYS,Highway Patrol,Emergency and field medical services kits
19.,19_1,02-04-2014,2013-2014,NON-IT Goods,"$46,800.00",USD,"MSA AMPLIFIER, VOICE, FRONT MOUNTED, SMALL CLIP-ON, REF. BRAND: MSA #10026265",$292.50,160.,Each,IBHP INCORPORATED,Law enforcement vocational training services,Vocational training,Education and Training Services,NET 30 DAYS,Highway Patrol,Non scientific vocational training services
20.,20_2,02-04-2014,2013-2014,NON-IT Goods,"$23,148.00",USD,"TOWEL, PAPER, WINDSHIELD, 1 PLY, SHOP TYPE, BLUE, 10"" X 10"",Ref, Brand: KIMBERLY CLARK # KCC- 05123",$19.29,1200.,Each,Horizon Safety,Paper towels,Paper products,Paper Materials and Products,NET 30 DAYS,Highway Patrol,Personal paper products
23.,23_1,03-30-2015,2014-2015,NON-IT Goods,"$6,158.00",USD,BrailleNote Apex BT32 Notetaker including setup and training,"$6,158.00",1.,Each,Access Ingenuity,Vocational rehabilitation services,Vocational training,Education and Training Services,NET 30 DAYS,Rehabilitation,In service training and manpower development
29.,29_1,01-04-2015,2014-2015,NON-IT Goods,"$202,420.80",USD,"FY 15/16, PIA-SON, blues (rrousers/shirts)","$202,420.80",1.,Each,3B INDUSTRIES INC,Mens slacks or trousers or shorts,Clothing,Apparel and Luggage and Personal Care Products,NET 30 DAYS,Corrections and Rehabilitation,Slacks and trousers and shorts
31.,31_4,03-04-2015,2014-2015,NON-IT Goods,"$21,015.00",USD,Power Amplifier w/factory modified 40 watt power output,"$21,015.00",1.,Each,"Callor Sales, Inc",Radio frequency data communication equipment,Data Voice or Multimedia Network Equipment or Platforms and Accessories,Information Technology Broadcasting and Telecommunications,NET 45 DAYS,California Emergency Management Agency,Fixed network equipment and components
34.,34_1,06-04-2015,2014-2015,NON-IT Goods,"$70,484.28",USD,Oracle / PeopleSoft Training 40 employees,"$70,484.28",1.,Each,Global Blue DVBE,Re training or refreshing training services,Vocational training,Education and Training Services,NET 45 DAYS,Financial Institutions,In service training and manpower development
44.,44_1,07-04-2014,2013-2014,NON-IT Goods,"$1,375.00",USD,forms,$55.00,25.,Each,"Impact Assessment, Inc.",Examination booklets or forms,Paper products,Paper Materials and Products,NET 45 DAYS,Pesticide Regulation,Printing and writing paper
47.,47_2,06-04-2015,2014-2015,NON-IT Goods,"$5,896.80",USD,Break Out,$9.10,648.,Each,PIA,Detergent surfactants,Additives,Chemicals including Bio Chemicals and Gas Materials,NET 30 DAYS,Corrections and Rehabilitation,Surfactants
47.,47_7,06-04-2015,2014-2015,NON-IT Goods,$732.00,USD,Spray Bottle 32 Oz,$0.60,1220.,Each,PIA,Detergent surfactants,Additives,Chemicals including Bio Chemicals and Gas Materials,NET 30 DAYS,Corrections and Rehabilitation,Surfactants
47.,47_12,06-04-2015,2014-2015,NON-IT Goods,"$7,920.00",USD,CLEANER 1ST WATCH DRAIN MAINTANCE,$20.00,396.,Each,PIA,Detergent surfactants,Additives,Chemicals including Bio Chemicals and Gas Materials,NET 30 DAYS,Corrections and Rehabilitation,Surfactants
49.,49_1,07-04-2014,2013-2014,NON-IT Goods,$553.59,USD,11th ed.,$61.51,9.,Each,Alibris,Reference books,Printed media,Published Products,NET 30 DAYS,Pesticide Regulation,Printed publications
49.,49_6,04-22-2015,2014-2015,NON-IT Goods,$618.00,USD,fish feed,$0.02,30900.,Each,"Rangen, Inc.",Fish food pellets,Animal feed,Live Plant and Animal Material and Accessories and Supplies,NET 30 DAYS,Fish and Wildlife,Fish food
51.,51_2,02-04-2013,2012-2013,NON-IT Goods,"$3,057.03",USD,foodstuff,"$3,057.03",1.,Each,Sysco Foods of Ventura Inc,"Beef, minimally processed without additions",Meat and poultry products,Food Beverage and Tobacco Products,Unspecified,Conservation Corps,Minimally processed meat and poultry products
53.,53_1,04-04-2013,2012-2013,NON-IT Goods,"$1,798.50",USD,Shipping (Line 4),$54.50,33.,Each,LexisNexis Matthew Bender,Periodicals,Printed media,Published Products,NET 45 DAYS,Industrial Relations,Printed publications
53.,53_6,04-04-2013,2012-2013,NON-IT Goods,"$17,200.00",USD,"California Compensation Cases, bound, #77",$400.00,43.,Each,LexisNexis Matthew Bender,Periodicals,Printed media,Published Products,NET 45 DAYS,Industrial Relations,Printed publications
54.,54_1,04-04-2013,2012-2013,NON-IT Goods,"$91,999.00",USD,"California Compensation Cases, Advance Sheets  (one year subscription, Feb 2013 to Feb 2014)",$467.00,197.,Each,LexisNexis Matthew Bender,Periodicals,Printed media,Published Products,NET 60 DAYS,Industrial Relations,Printed publications
54.,54_7,04-04-2013,2012-2013,NON-IT Goods,"$5,250.00",USD,2013 Herlick CA Workers' Comp Handbook,$150.00,35.,Each,LexisNexis Matthew Bender,Periodicals,Printed media,Published Products,NET 60 DAYS,Industrial Relations,Printed publications
55.,55_1,07-04-2015,2014-2015,IT Goods,"$35,040.00",USD,software,"$17,520.00",2.,Each,Accuvant,Server software maintenance,Computer services,Engineering and Research and Technology Based Services,NET 60 DAYS,Transportation,Software maintenance and support
57.,57_5,08-04-2014,2013-2014,NON-IT Goods,$-,USD,Set of Teaching Manuals / Materials per bid specification #7690-2659,$-,216.,Each,NEW READERS PRESS,Multi-media educational software,Software,Information Technology Broadcasting and Telecommunications,NET 45 DAYS,Corrections and Rehabilitation,Educational or reference software
58.,58_3,08-04-2014,2013-2014,NON-IT Goods,$34.00,USD,EW83E Lens Hood,$34.00,1.,Each,The Baking Company of Ukiah,Camera lens,Photographic or filming or video equipment,Printing and Photographic and Audio and Visual Equipment and Supplies,NET 30 DAYS,Fish and Wildlife,Camera accessories
58.,58_8,08-04-2014,2013-2014,NON-IT Goods,$177.00,USD,Battery Pack,$59.00,3.,Each,The Baking Company of Ukiah,Product specific battery packs,Batteries and generators and kinetic power transmission,Power Generation and Distribution Machinery and Accessories,NET 30 DAYS,Fish and Wildlife,Batteries and cells and accessories
58.,58_13,08-04-2014,2013-2014,NON-IT Goods,$850.00,USD,EF-S 17-55mm Lens & Filter,$850.00,1.,Each,The Baking Company of Ukiah,Camera lens,Photographic or filming or video equipment,Printing and Photographic and Audio and Visual Equipment and Supplies,NET 30 DAYS,Fish and Wildlife,Camera accessories
63.,63_1,07-04-2015,2014-2015,NON-IT Services,"$11,049.02",USD,haz-mat spill District 7 Los Angeles County,"$11,049.02",1.,Each,"Ocean Blue Environmental Services, Inc.",Hazardous waste or scrap,Scrap and waste materials,Mineral and Textile and Inedible Plant and Animal Materials,NET 30 DAYS,Transportation,Non metallic waste and scrap
67.,67_1,09-04-2015,2014-2015,NON-IT Goods,"$16,780.00",USD,Commercial Dishwasher for Kitchen,"$16,780.00",1.,Each,Restaurant Equipment Specialists,Commercial use dishwashers,Institutional food services equipment,Service Industry Machinery and Equipment and Supplies,NET 45 DAYS,Veterans Affairs,Food preparation equipment
68.,68_5,09-04-2015,2014-2015,NON-IT Goods,$580.00,USD,"12"" COOLING TURBINE VENT",$145.00,4.,Each,Container Alliance Co.,Flare or vent stacks,Power generation,Power Generation and Distribution Machinery and Accessories,Unspecified,Fish and Wildlife,Exhaust structures or screening equipment
71.,71_4,04-17-2015,2014-2015,NON-IT Goods,"$1,198.80",USD,2-RAIL POST (LINE) WHITE,$13.32,90.,Each,Unknown,Wood fencing,Exterior finishing materials,Structures and Building and Construction and Manufacturing Components and Supplies,NET 30 DAYS,Fish and Wildlife,Fencing
73.,73_2,04-13-2015,2014-2015,NON-IT Goods,"$4,520.37",USD,formula,"$1,506.79",3.,Each,GARRATT-CALLAHAN COMPANY,Boiler feed chemicals,Water and wastewater treatment supply and disposal,Cleaning Equipment and Supplies,NET 45 DAYS,Corrections and Rehabilitation,Water treatment consumables
73.,73_7,04-13-2015,2014-2015,NON-IT Goods,$214.24,USD,"filters, 100 pac",$107.12,2.,Each,GARRATT-CALLAHAN COMPANY,Boiler feed chemicals,Water and wastewater treatment supply and disposal,Cleaning Equipment and Supplies,NET 45 DAYS,Corrections and Rehabilitation,Water treatment consumables
76.,76_5,04-13-2015,2014-2015,NON-IT Goods,$575.00,USD,FLAMELESS TRICHAMBER - CS,$23.00,25.,Each,SUCCOR INTERNATIONAL,Weapon or explosives detectors and supplies,Law enforcement,Defense and Law Enforcement and Security and Safety Equipment and Supplies,NET 45 DAYS,Corrections and Rehabilitation,Security and control equipment
77.,77_4,04-13-2015,2014-2015,NON-IT Goods,$640.00,USD,"DECAL, CHP ROOF TOP LETTERS, 18â w/3â STROKE, BLKMATTE  â4â 769000.0105",$3.20,200.,Each,Prison Industry Authority,Decals,Signage and accessories,Published Products,NET 45 DAYS,Highway Patrol,Labels
81.,81_1,04-13-2015,2014-2015,NON-IT Services,"$312,312.00",USD,Bar Screen Waste,"$312,312.00",1.,Each,"American Refuse, Inc",Sludge or sewage removal equipment,Water and wastewater treatment supply and disposal,Cleaning Equipment and Supplies,NET 45 DAYS,Corrections and Rehabilitation,Water treatment and supply equipment
84.,84_3,04-14-2015,2014-2015,NON-IT Goods,$377.58,USD,SECURITY COMBINATION LOCKS,$26.97,14.,Each,Unknown,Vertical blinds,Window treatments,Domestic Appliances and Supplies and Consumer Electronic Products,NET 45 DAYS,Fish and Wildlife,Blinds and shades
84.,84_8,04-14-2015,2014-2015,NON-IT Goods,$12.67,USD,PALLETT CHARGE,$12.67,1.,Each,Unknown,Cooking machinery,Industrial food and beverage equipment,Industrial Manufacturing and Processing Machinery and Accessories,NET 45 DAYS,Fish and Wildlife,Food cooking and smoking machinery
87.,87_1,04-16-2015,2014-2015,NON-IT Services,"$387,357.60",USD,Security Services,"$387,357.60",1.,Each,Unknown,Security guard services,Security and personal safety,National Defense and Public Order and Security and Safety Services,NET 60 DAYS,State Hospitals,Guard services
94.,94_1,04-17-2015,2014-2015,NON-IT Services,$56.00,USD,Wage and benefit increase amendment for janitorial services for theWatsonville DMV Field Office.,$56.00,1.,Each,Valenti Construction Inc,Building cleaning services,Cleaning and janitorial services,Industrial Cleaning Services,NET 45 DAYS,Motor Vehicles,General building and office cleaning and maintenance services
96.,96_4,06-23-2015,2014-2015,IT Services,$-,USD,The CADeptManaged Health-CustAgt-PLE-09Apr15 attached to PO #096,$-,1.,Each,Unknown,Document management software,Software,Information Technology Broadcasting and Telecommunications,NET 45 DAYS,Managed Health Care,Content management software
101.,101_1,04-20-2015,2014-2015,NON-IT Services,"$11,664.00",USD,Potable water tank cleaning,"$11,664.00",1.,Each,"Inland Potable Services, Inc.",Tank cleaning service,Specialized trade construction and maintenance services,Building and Facility Construction and Maintenance Services,NET 45 DAYS,Corrections and Rehabilitation,Specialty building and trades services
105.,105_1,04-21-2015,2014-2015,IT Goods,"$14,709.50",USD,"Privacy Screens, scanners","$14,709.50",1.,Each,"Ablegov, Inc.",Scanners,Computer Equipment and Accessories,Information Technology Broadcasting and Telecommunications,NET 60 DAYS,Correctional Health Care Services,Computer data input devices
107.,107_1,04-21-2015,2014-2015,NON-IT Services,"$104,670.00",USD,Legal Services,"$104,670.00",1.,Each,"Burke, Williams & Sorensen, LLP",Legal Research Services,Legal services,Management and Business Professionals and Administrative Services,NET 45 DAYS,Corrections and Rehabilitation,Business law services
109.,109_3,04-22-2015,2014-2015,NON-IT Goods,"$46,956.00",USD,US Coast Guard-Approved General Purpose; Adult Universal(90lbs+);One-Color Silk Screen Color Logo,$10.75,4368.,Each,Unknown,Life vests or preservers,Public safety and control,Defense and Law Enforcement and Security and Safety Equipment and Supplies,NET 60 DAYS,Parks & Recreation,Water safety
112.,112_2,04-23-2015,2014-2015,NON-IT Goods,"$3,300.00",USD,"CARTRIDGE, RESPIRATOR, interchangeable, for the American Opticalsilicone rubber type respirator, Ref. Brand: 3M #60926",$16.50,200.,Each,Horizon Safety,Emergency medical services patient transport kits or supplies,Emergency and field medical services products,Medical Equipment and Accessories and Supplies,NET 60 DAYS,Highway Patrol,Emergency and field medical services kits
113.,113_1,09-26-2012,2012-2013,NON-IT Goods,"$5,598.59",USD,Food for Firefighters on a going fire,"$5,598.59",1.,Each,Cash and Carry,Fresh combination meals,Prepared and preserved foods,Food Beverage and Tobacco Products,NET 45 DAYS,Forestry and Fire Protection,Packaged combination meals
116.,116_1,04-24-2015,2014-2015,NON-IT Goods,"$6,840.00",USD,Used at Prado as shelter for personnel,$570.00,12.,Each,"A&H Rents, Inc.",Emergency tent or hall,Prefabricated buildings and structures,Land and Buildings and Structures and Thoroughfares,PCARD,Forestry and Fire Protection,Prefabricated emergency relief buildings and structures
117.,117_4,04-24-2015,2014-2015,NON-IT Goods,"$1,944.00",USD,Battery Lithium 9.6 AHR Combo,$972.00,2.,Each,SMITH ROOT INC,Lithium batteries,Batteries and generators and kinetic power transmission,Power Generation and Distribution Machinery and Accessories,NET 45 DAYS,Fish and Wildlife,Batteries and cells and accessories
118.,118_3,04-27-2015,2014-2015,IT Services,"$8,523.00",USD,PC COMMERICAL EXCHANGE LICENSE              (90PCDCEL),$710.25,12.,Each,Kroll Ontrack,Operating system software maintenance,Computer services,Engineering and Research and Technology Based Services,NET 45 DAYS,Health Care Services,Software maintenance and support
119.,119_1,05-14-2015,2014-2015,NON-IT Goods,$857.60,USD,Fish feed,$0.02,42880.,Each,"Rangen, Inc.",Fish food pellets,Animal feed,Live Plant and Animal Material and Accessories and Supplies,NET 45 DAYS,Fish and Wildlife,Fish food
121.,121_1,04-28-2015,2014-2015,NON-IT Services,"$11,650.00",USD,Legal Services,"$11,650.00",1.,Each,"Burke, Williams & Sorensen, LLP",Legal Research Services,Legal services,Management and Business Professionals and Administrative Services,NET 30 DAYS,Corrections and Rehabilitation,Business law services
124.,124_1,04-28-2015,2014-2015,NON-IT Services,"$2,500.00",USD,Substance Abuse Professional Services,"$2,500.00",1.,Each,Department of Human Resources,Professional procurement services,Management advisory services,Management and Business Professionals and Administrative Services,NET 60 DAYS,Corrections and Rehabilitation,Industrial management
128.,128_1,04-29-2015,2014-2015,IT Goods,"$14,108.64",USD,LAPTOP: HP 640 G1 Laptop with Intel Core,$881.79,16.,Each,"Western Blue, an NWN Company",Notebook computers,Computer Equipment and Accessories,Information Technology Broadcasting and Telecommunications,NET 30 DAYS,Social Services,Computers
129.,129_1,04-29-2015,2014-2015,NON-IT Goods,"$14,669.20",USD,Window Envelopes,"$14,669.20",1.,Each,Pacific Copier & Computer,Window envelopes,Office supplies,Office Equipment and Accessories and Supplies,NET 45 DAYS,Equalization,Mailing supplies
133.,133_1,04-30-2015,2014-2015,IT Goods,"$6,495.00",USD,Ruckus Net BLD Includes ZD3025 Controller and R700 AC AP's X10 R700 inc.(lic for 25 AP's),"$6,495.00",1.,Each,"NETVAD, INC",Wireless fidelity base stations Wifi,Data Voice or Multimedia Network Equipment or Platforms and Accessories,Information Technology Broadcasting and Telecommunications,NET 30 DAYS,High Speed Rail Authority,Network service equipment
133.,133_5,04-30-2015,2014-2015,IT Goods,"$7,485.00",USD,Ruckus R700,$499.00,15.,Each,"NETVAD, INC",Wireless fidelity base stations Wifi,Data Voice or Multimedia Network Equipment or Platforms and Accessories,Information Technology Broadcasting and Telecommunications,NET 30 DAYS,High Speed Rail Authority,Network service equipment
